rowID,price
1,1000000
2,1000000
3,1000000
4,1000000
5,1000000
6,1000000
7,1000000
8,1000000
9,1000000
10,1000000
11,1000000
12,1000000
13,1000000
14,1000000
15,1000000
16,1000000
17,1000000
18,1000000
19,1000000
20,1000000
21,1000000
22,1000000
23,1000000
24,1000000
25,1000000
26,1000000
27,1000000
28,1000000
29,1000000
30,1000000
31,1000000
32,1000000
33,1000000
34,1000000
35,1000000
36,1000000
37,1000000
38,1000000
39,1000000
40,1000000
41,1000000
42,1000000
43,1000000
44,1000000
45,1000000
46,1000000
47,1000000
48,1000000
49,1000000
50,1000000
51,1000000
52,1000000
53,1000000
54,1000000
55,1000000
56,1000000
57,1000000
58,1000000
59,1000000
60,1000000
61,1000000
62,1000000
63,1000000
64,1000000
65,1000000
66,1000000
67,1000000
68,1000000
69,1000000
70,1000000
71,1000000
72,1000000
73,1000000
74,1000000
75,1000000
76,1000000
77,1000000
78,1000000
79,1000000
80,1000000
81,1000000
82,1000000
83,1000000
84,1000000
85,1000000
86,1000000
87,1000000
88,1000000
89,1000000
90,1000000
91,1000000
92,1000000
93,1000000
94,1000000
95,1000000
96,1000000
97,1000000
98,1000000
99,1000000
100,1000000
101,1000000
102,1000000
103,1000000
104,1000000
105,1000000
106,1000000
107,1000000
108,1000000
109,1000000
110,1000000
111,1000000
112,1000000
113,1000000
114,1000000
115,1000000
116,1000000
117,1000000
118,1000000
119,1000000
120,1000000
121,1000000
122,1000000
123,1000000
124,1000000
125,1000000
126,1000000
127,1000000
128,1000000
129,1000000
130,1000000
131,1000000
132,1000000
133,1000000
134,1000000
135,1000000
136,1000000
137,1000000
138,1000000
139,1000000
140,1000000
141,1000000
142,1000000
143,1000000
144,1000000
145,1000000
146,1000000
147,1000000
148,1000000
149,1000000
150,1000000
151,1000000
152,1000000
153,1000000
154,1000000
155,1000000
156,1000000
157,1000000
158,1000000
159,1000000
160,1000000
161,1000000
162,1000000
163,1000000
164,1000000
165,1000000
166,1000000
167,1000000
168,1000000
169,1000000
170,1000000
171,1000000
172,1000000
173,1000000
174,1000000
175,1000000
176,1000000
